,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
122159,546851,21232,STRAWBERRY CERAMIC TRINKET BOX,12,3/17/2011 13:23,1.25,12480.0,Germany
122160,546851,21320,GLASS CHALICE GREEN  LARGE ,6,3/17/2011 13:23,2.55,12480.0,Germany
122161,546851,21318,GLASS CHALICE BLUE SMALL ,6,3/17/2011 13:23,1.65,12480.0,Germany
122162,546851,22223,CAKE PLATE LOVEBIRD PINK,3,3/17/2011 13:23,4.95,12480.0,Germany
122163,546851,22423,REGENCY CAKESTAND 3 TIER,3,3/17/2011 13:23,12.75,12480.0,Germany
122164,546851,22303,COFFEE MUG APPLES DESIGN,6,3/17/2011 13:23,2.55,12480.0,Germany
122165,546851,21871,SAVE THE PLANET MUG,36,3/17/2011 13:23,1.25,12480.0,Germany
122166,546851,21874,GIN AND TONIC MUG,12,3/17/2011 13:23,1.25,12480.0,Germany
122167,546851,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,3/17/2011 13:23,0.85,12480.0,Germany
122168,546851,22435,SET OF 9 HEART SHAPED BALLOONS,12,3/17/2011 13:23,1.25,12480.0,Germany
122169,546851,22434,BALLOON PUMP WITH 10 BALLOONS,8,3/17/2011 13:23,1.95,12480.0,Germany
122170,546851,22494,EMERGENCY FIRST AID TIN ,12,3/17/2011 13:23,1.25,12480.0,Germany
122171,546851,22236,CAKE STAND 3 TIER MAGIC GARDEN,2,3/17/2011 13:23,12.75,12480.0,Germany
122172,546851,21774,DECORATIVE CATS BATHROOM BOTTLE,12,3/17/2011 13:23,1.25,12480.0,Germany
122173,546851,20749,ASSORTED COLOUR MINI CASES,2,3/17/2011 13:23,7.95,12480.0,Germany
122174,546851,21578,WOODLAND DESIGN  COTTON TOTE BAG,6,3/17/2011 13:23,2.25,12480.0,Germany
122175,546851,21580,RABBIT  DESIGN  COTTON TOTE BAG,6,3/17/2011 13:23,2.25,12480.0,Germany
122176,546851,21577,SAVE THE PLANET COTTON TOTE BAG,6,3/17/2011 13:23,2.25,12480.0,Germany
122177,546851,21481,FAWN BLUE HOT WATER BOTTLE,6,3/17/2011 13:23,2.95,12480.0,Germany
122178,546851,22748,POPPY'S PLAYHOUSE KITCHEN,6,3/17/2011 13:23,2.1,12480.0,Germany
122179,546851,22551,PLASTERS IN TIN SPACEBOY,12,3/17/2011 13:23,1.65,12480.0,Germany
122180,546851,22556,PLASTERS IN TIN CIRCUS PARADE ,12,3/17/2011 13:23,1.65,12480.0,Germany
122181,546851,22555,PLASTERS IN TIN STRONGMAN,12,3/17/2011 13:23,1.65,12480.0,Germany
122182,546851,22962,JAM JAR WITH PINK LID,48,3/17/2011 13:23,0.72,12480.0,Germany
122183,546851,22963,JAM JAR WITH GREEN LID,48,3/17/2011 13:23,0.72,12480.0,Germany
122184,546851,22077,6 RIBBONS RUSTIC CHARM,12,3/17/2011 13:23,1.65,12480.0,Germany
122185,546851,85049D,BRIGHT BLUES RIBBONS ,12,3/17/2011 13:23,1.25,12480.0,Germany
122186,546851,85049G,CHOCOLATE BOX RIBBONS ,12,3/17/2011 13:23,1.25,12480.0,Germany
122187,546851,84997D,CHILDRENS CUTLERY POLKADOT PINK,4,3/17/2011 13:23,4.15,12480.0,Germany
122188,546851,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,3/17/2011 13:23,2.95,12480.0,Germany
122189,546851,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,3/17/2011 13:23,2.95,12480.0,Germany
122190,546851,22383,LUNCH BAG SUKI DESIGN ,10,3/17/2011 13:23,1.65,12480.0,Germany
122191,546851,22722,SET OF 6 SPICE TINS PANTRY DESIGN,8,3/17/2011 13:23,3.95,12480.0,Germany
122192,546851,21231,SWEETHEART CERAMIC TRINKET BOX,12,3/17/2011 13:23,1.25,12480.0,Germany
122193,546851,POST,POSTAGE,7,3/17/2011 13:23,18.0,12480.0,Germany
122727,C546886,21843,RED RETROSPOT CAKE STAND,-1,3/17/2011 18:13,10.95,12520.0,Germany
122728,C546886,22423,REGENCY CAKESTAND 3 TIER,-2,3/17/2011 18:13,12.75,12520.0,Germany
122729,C546886,84461,12 PINK HEN+CHICKS IN BASKET,-6,3/17/2011 18:13,2.55,12520.0,Germany
123874,546919,22585,PACK OF 6 BIRDY GIFT TAGS,144,3/18/2011 9:55,1.06,12500.0,Germany
123875,546919,47367B,PAIR PADDED HANGERS PINK CHECK,24,3/18/2011 9:55,2.95,12500.0,Germany
123876,546919,POST,POSTAGE,1,3/18/2011 9:55,18.0,12500.0,Germany
123877,546920,20719,WOODLAND CHARLOTTE BAG,10,3/18/2011 9:55,0.85,12471.0,Germany
123878,546920,21577,SAVE THE PLANET COTTON TOTE BAG,6,3/18/2011 9:55,2.25,12471.0,Germany
123879,546920,21700,BIG DOUGHNUT FRIDGE MAGNETS,24,3/18/2011 9:55,0.85,12471.0,Germany
123880,546920,21787,RAIN PONCHO RETROSPOT,24,3/18/2011 9:55,0.85,12471.0,Germany
123881,546920,21232,STRAWBERRY CERAMIC TRINKET BOX,24,3/18/2011 9:55,1.25,12471.0,Germany
123882,546920,21231,SWEETHEART CERAMIC TRINKET BOX,12,3/18/2011 9:55,1.25,12471.0,Germany
123883,546920,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,3/18/2011 9:55,2.95,12471.0,Germany
123884,546920,22423,REGENCY CAKESTAND 3 TIER,32,3/18/2011 9:55,10.95,12471.0,Germany
123885,546920,22445,PENCIL CASE LIFE IS BEAUTIFUL,6,3/18/2011 9:55,2.95,12471.0,Germany
123886,546920,22649,STRAWBERRY FAIRY CAKE TEAPOT,8,3/18/2011 9:55,4.95,12471.0,Germany
123887,546920,22908,PACK OF 20 NAPKINS RED APPLES,12,3/18/2011 9:55,0.85,12471.0,Germany
123888,546920,22419,LIPSTICK PEN RED,36,3/18/2011 9:55,0.42,12471.0,Germany
123889,546920,22728,ALARM CLOCK BAKELIKE PINK,4,3/18/2011 9:55,3.75,12471.0,Germany
123890,546920,22741,FUNKY DIVA PEN,48,3/18/2011 9:55,0.85,12471.0,Germany
123891,546920,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,12,3/18/2011 9:55,4.95,12471.0,Germany
123892,546920,22962,JAM JAR WITH PINK LID,12,3/18/2011 9:55,0.85,12471.0,Germany
123893,546920,22961,JAM MAKING SET PRINTED,12,3/18/2011 9:55,1.45,12471.0,Germany
123894,546920,POST,POSTAGE,8,3/18/2011 9:55,18.0,12471.0,Germany
123895,546921,23183,MOTHER'S KITCHEN SPOON REST ,4,3/18/2011 9:57,3.75,12471.0,Germany
123896,546921,23177,TREASURE ISLAND BOOK BOX,8,3/18/2011 9:57,2.25,12471.0,Germany
123938,546925,22989,SET 2 PANTRY DESIGN TEA TOWELS,6,3/18/2011 10:09,3.25,12647.0,Germany
123939,546925,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,96,3/18/2011 10:09,1.45,12647.0,Germany
123940,546925,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,60,3/18/2011 10:09,2.1,12647.0,Germany
123941,546925,21558,SKULL LUNCH BOX WITH CUTLERY ,60,3/18/2011 10:09,2.1,12647.0,Germany
123942,546925,POST,POSTAGE,3,3/18/2011 10:09,18.0,12647.0,Germany
125015,547005,22570,FELTCRAFT CUSHION RABBIT,4,3/18/2011 14:20,3.75,12474.0,Germany
125016,547005,22972,CHILDREN'S SPACEBOY MUG,12,3/18/2011 14:20,1.65,12474.0,Germany
125017,547005,22973,CHILDREN'S CIRCUS PARADE MUG,12,3/18/2011 14:20,1.65,12474.0,Germany
125018,547005,22975,SPACEBOY CHILDRENS EGG CUP,12,3/18/2011 14:20,1.25,12474.0,Germany
125019,547005,22859,EASTER TIN BUNNY BOUQUET,12,3/18/2011 14:20,1.65,12474.0,Germany
125020,547005,35910B,PINK FLOWERS RABBIT EASTER,6,3/18/2011 14:20,1.95,12474.0,Germany
125021,547005,21124,SET/10 BLUE POLKADOT PARTY CANDLES,24,3/18/2011 14:20,1.25,12474.0,Germany
125022,547005,21094,SET/6 RED SPOTTY PAPER PLATES,12,3/18/2011 14:20,0.85,12474.0,Germany
125023,547005,21086,SET/6 RED SPOTTY PAPER CUPS,12,3/18/2011 14:20,0.65,12474.0,Germany
125024,547005,21987,PACK OF 6 SKULL PAPER CUPS,12,3/18/2011 14:20,0.65,12474.0,Germany
125025,547005,21088,SET/6 FRUIT SALAD PAPER CUPS,12,3/18/2011 14:20,0.65,12474.0,Germany
125026,547005,20675,BLUE POLKADOT BOWL,8,3/18/2011 14:20,1.25,12474.0,Germany
125027,547005,22303,COFFEE MUG APPLES DESIGN,6,3/18/2011 14:20,2.55,12474.0,Germany
125028,547005,22908,PACK OF 20 NAPKINS RED APPLES,12,3/18/2011 14:20,0.85,12474.0,Germany
125029,547005,21122,SET/10 PINK POLKADOT PARTY CANDLES,24,3/18/2011 14:20,1.25,12474.0,Germany
125030,547005,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,12,3/18/2011 14:20,2.95,12474.0,Germany
125031,547005,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,3/18/2011 14:20,2.95,12474.0,Germany
125032,547005,20719,WOODLAND CHARLOTTE BAG,20,3/18/2011 14:20,0.85,12474.0,Germany
125033,547005,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,3/18/2011 14:20,1.65,12474.0,Germany
125034,547005,85203,HANGING WOOD AND FELT BUTTERFLY ,24,3/18/2011 14:20,0.42,12474.0,Germany
125035,547005,22228,BUNNY WOODEN PAINTED WITH BIRD ,12,3/18/2011 14:20,0.85,12474.0,Germany
125036,547005,22247,BUNNY DECORATION MAGIC GARDEN,16,3/18/2011 14:20,0.85,12474.0,Germany
125037,547005,22321,BIRD DECORATION RED RETROSPOT,12,3/18/2011 14:20,0.85,12474.0,Germany
125038,547005,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,3/18/2011 14:20,0.85,12474.0,Germany
125039,547005,22367,CHILDRENS APRON SPACEBOY DESIGN,8,3/18/2011 14:20,1.95,12474.0,Germany
125040,547005,22631,CIRCUS PARADE LUNCH BOX ,24,3/18/2011 14:20,1.95,12474.0,Germany
125041,547005,22716,CARD CIRCUS PARADE,12,3/18/2011 14:20,0.42,12474.0,Germany
125042,547005,22711,WRAP CIRCUS PARADE,25,3/18/2011 14:20,0.42,12474.0,Germany
125043,547005,16161U,WRAP SUKI AND FRIENDS,25,3/18/2011 14:20,0.42,12474.0,Germany
125044,547005,22045,SPACEBOY GIFT WRAP,25,3/18/2011 14:20,0.42,12474.0,Germany
125045,547005,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,3/18/2011 14:20,1.25,12474.0,Germany
125046,547005,22629,SPACEBOY LUNCH BOX ,12,3/18/2011 14:20,1.95,12474.0,Germany
125047,547005,23177,TREASURE ISLAND BOOK BOX,8,3/18/2011 14:20,2.25,12474.0,Germany
125048,547005,23194,GYMKHANA TREASURE BOOK BOX,8,3/18/2011 14:20,2.25,12474.0,Germany
125049,547005,22236,CAKE STAND 3 TIER MAGIC GARDEN,1,3/18/2011 14:20,12.75,12474.0,Germany
125050,547005,22302,COFFEE MUG PEARS  DESIGN,6,3/18/2011 14:20,2.55,12474.0,Germany
125051,547005,22637,PIGGY BANK RETROSPOT ,4,3/18/2011 14:20,2.55,12474.0,Germany
125052,547005,21561,DINOSAUR LUNCH BOX WITH CUTLERY,6,3/18/2011 14:20,2.55,12474.0,Germany
125053,547005,22432,WATERING CAN PINK BUNNY,6,3/18/2011 14:20,1.95,12474.0,Germany
125054,547005,22431,WATERING CAN BLUE ELEPHANT,6,3/18/2011 14:20,1.95,12474.0,Germany
125055,547005,21746,SMALL RED RETROSPOT WINDMILL,12,3/18/2011 14:20,1.25,12474.0,Germany
125056,547005,21698,MOCK LOBSTER FRIDGE MAGNET,12,3/18/2011 14:20,0.85,12474.0,Germany
125057,547005,21700,BIG DOUGHNUT FRIDGE MAGNETS,12,3/18/2011 14:20,0.85,12474.0,Germany
125058,547005,22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,12,3/18/2011 14:20,1.25,12474.0,Germany
125059,547005,22423,REGENCY CAKESTAND 3 TIER,2,3/18/2011 14:20,12.75,12474.0,Germany
125060,547005,23007, SPACEBOY BABY GIFT SET,1,3/18/2011 14:20,16.95,12474.0,Germany
125061,547005,23010,CIRCUS PARADE BABY GIFT SET,1,3/18/2011 14:20,16.95,12474.0,Germany
125062,547005,POST,POSTAGE,4,3/18/2011 14:20,18.0,12474.0,Germany
126336,547071,22961,JAM MAKING SET PRINTED,24,3/20/2011 13:59,1.45,12693.0,Germany
126337,547071,22979,PANTRY WASHING UP BRUSH,12,3/20/2011 13:59,1.45,12693.0,Germany
126338,547071,22980,PANTRY SCRUBBING BRUSH,12,3/20/2011 13:59,1.65,12693.0,Germany
126339,547071,22978,PANTRY ROLLING PIN,6,3/20/2011 13:59,3.75,12693.0,Germany
126340,547071,23126,FELTCRAFT GIRL AMELIE KIT,4,3/20/2011 13:59,4.95,12693.0,Germany
126341,547071,22692,DOORMAT WELCOME TO OUR HOME,2,3/20/2011 13:59,7.95,12693.0,Germany
126342,547071,22982,PANTRY PASTRY BRUSH,12,3/20/2011 13:59,1.25,12693.0,Germany
126343,547071,21531,RED RETROSPOT SUGAR JAM BOWL,6,3/20/2011 13:59,2.55,12693.0,Germany
126344,547071,22960,JAM MAKING SET WITH JARS,6,3/20/2011 13:59,4.25,12693.0,Germany
126345,547071,85014A,BLACK/BLUE POLKADOT UMBRELLA,3,3/20/2011 13:59,5.95,12693.0,Germany
126346,547071,POST,POSTAGE,2,3/20/2011 13:59,18.0,12693.0,Germany
126560,547085,POST,POSTAGE,1,3/20/2011 15:41,18.0,12600.0,Germany
126561,547085,23179,CLOCK MAGNET MUM'S KITCHEN,12,3/20/2011 15:41,2.89,12600.0,Germany
126562,547085,15056BL,EDWARDIAN PARASOL BLACK,12,3/20/2011 15:41,5.95,12600.0,Germany
129164,547379,21533,RETROSPOT LARGE MILK JUG,3,3/22/2011 15:13,4.95,12720.0,Germany
129165,547379,21535,RED RETROSPOT SMALL MILK JUG,6,3/22/2011 15:13,2.55,12720.0,Germany
129166,547379,21984,PACK OF 12 PINK PAISLEY TISSUES ,24,3/22/2011 15:13,0.29,12720.0,Germany
129167,547379,21967,PACK OF 12 SKULL TISSUES,24,3/22/2011 15:13,0.29,12720.0,Germany
129168,547379,22614,PACK OF 12 SPACEBOY TISSUES,24,3/22/2011 15:13,0.29,12720.0,Germany
129169,547379,22616,PACK OF 12 LONDON TISSUES ,24,3/22/2011 15:13,0.29,12720.0,Germany
129170,547379,21242,RED RETROSPOT PLATE ,24,3/22/2011 15:13,1.69,12720.0,Germany
129171,547379,22667,RECIPE BOX RETROSPOT ,6,3/22/2011 15:13,2.95,12720.0,Germany
129172,547379,21906,PHARMACIE FIRST AID TIN,2,3/22/2011 15:13,6.75,12720.0,Germany
129173,547379,21843,RED RETROSPOT CAKE STAND,1,3/22/2011 15:13,10.95,12720.0,Germany
129174,547379,21986,PACK OF 12 PINK POLKADOT TISSUES,24,3/22/2011 15:13,0.29,12720.0,Germany
129175,547379,21980,PACK OF 12 RED RETROSPOT TISSUES ,24,3/22/2011 15:13,0.29,12720.0,Germany
129176,547379,22860,EASTER TIN CHICKS PINK DAISY,6,3/22/2011 15:13,1.65,12720.0,Germany
129177,547379,22858,EASTER TIN KEEPSAKE,12,3/22/2011 15:13,1.65,12720.0,Germany
129178,547379,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,6,3/22/2011 15:13,2.95,12720.0,Germany
129179,547379,21238,RED RETROSPOT CUP,24,3/22/2011 15:13,0.85,12720.0,Germany
129180,547379,21243,PINK  POLKADOT PLATE ,8,3/22/2011 15:13,1.69,12720.0,Germany
129181,547379,20675,BLUE POLKADOT BOWL,8,3/22/2011 15:13,1.25,12720.0,Germany
129182,547379,21395,BLUE POLKADOT BEAKER ,48,3/22/2011 15:13,0.39,12720.0,Germany
129183,547379,21240,BLUE POLKADOT CUP,8,3/22/2011 15:13,0.85,12720.0,Germany
129184,547379,20727,LUNCH BAG  BLACK SKULL.,10,3/22/2011 15:13,1.65,12720.0,Germany
129185,547379,21937,STRAWBERRY   PICNIC BAG,5,3/22/2011 15:13,2.95,12720.0,Germany
129186,547379,22859,EASTER TIN BUNNY BOUQUET,6,3/22/2011 15:13,1.65,12720.0,Germany
129187,547379,21936,RED RETROSPOT PICNIC BAG,5,3/22/2011 15:13,2.95,12720.0,Germany
129188,547379,21239,PINK  POLKADOT CUP,8,3/22/2011 15:13,0.85,12720.0,Germany
129189,547379,21394,RED POLKADOT BEAKER ,48,3/22/2011 15:13,0.39,12720.0,Germany
129190,547379,21399,BLUE POLKADOT COFFEE MUG,48,3/22/2011 15:13,0.39,12720.0,Germany
129191,547379,21398,RED POLKADOT COFFEE  MUG,48,3/22/2011 15:13,0.39,12720.0,Germany
129192,547379,POST,POSTAGE,6,3/22/2011 15:13,18.0,12720.0,Germany
129321,547383,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,12,3/22/2011 15:42,4.95,12613.0,Germany
129322,547383,20983,12 PENCILS TALL TUBE RED RETROSPOT,12,3/22/2011 15:42,0.85,12613.0,Germany
129323,547383,21094,SET/6 RED SPOTTY PAPER PLATES,12,3/22/2011 15:42,0.85,12613.0,Germany
129324,547383,21086,SET/6 RED SPOTTY PAPER CUPS,12,3/22/2011 15:42,0.65,12613.0,Germany
129325,547383,21537,RED RETROSPOT PUDDING BOWL,4,3/22/2011 15:42,4.25,12613.0,Germany
129326,547383,21533,RETROSPOT LARGE MILK JUG,3,3/22/2011 15:42,4.95,12613.0,Germany
129327,547383,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,3/22/2011 15:42,4.95,12613.0,Germany
129328,547383,20981,12 PENCILS TALL TUBE WOODLAND,12,3/22/2011 15:42,0.85,12613.0,Germany
129329,547383,21504,SKULLS GREETING CARD,12,3/22/2011 15:42,0.42,12613.0,Germany
129330,547383,22993,SET OF 4 PANTRY JELLY MOULDS,12,3/22/2011 15:42,1.25,12613.0,Germany
129331,547383,85099B,JUMBO BAG RED RETROSPOT,10,3/22/2011 15:42,1.95,12613.0,Germany
129332,547383,20982,12 PENCILS TALL TUBE SKULLS,12,3/22/2011 15:42,0.85,12613.0,Germany
129333,547383,16238,PARTY TIME PENCIL ERASERS,28,3/22/2011 15:42,0.21,12613.0,Germany
129334,547383,16237,SLEEPING CAT ERASERS,30,3/22/2011 15:42,0.21,12613.0,Germany
129335,547383,22564,ALPHABET STENCIL CRAFT,12,3/22/2011 15:42,1.25,12613.0,Germany
129336,547383,22563,HAPPY STENCIL CRAFT,12,3/22/2011 15:42,1.25,12613.0,Germany
129337,547383,22562,MONSTERS STENCIL CRAFT,12,3/22/2011 15:42,1.25,12613.0,Germany
129338,547383,21679,SKULLS  STICKERS,12,3/22/2011 15:42,0.85,12613.0,Germany
129339,547383,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,3/22/2011 15:42,1.65,12613.0,Germany
129340,547383,22553,PLASTERS IN TIN SKULLS,12,3/22/2011 15:42,1.65,12613.0,Germany
129341,547383,22557,PLASTERS IN TIN VINTAGE PAISLEY ,12,3/22/2011 15:42,1.65,12613.0,Germany
129342,547383,22556,PLASTERS IN TIN CIRCUS PARADE ,12,3/22/2011 15:42,1.65,12613.0,Germany
129343,547383,22555,PLASTERS IN TIN STRONGMAN,12,3/22/2011 15:42,1.65,12613.0,Germany
129344,547383,22551,PLASTERS IN TIN SPACEBOY,12,3/22/2011 15:42,1.65,12613.0,Germany
129345,547383,22962,JAM JAR WITH PINK LID,12,3/22/2011 15:42,0.85,12613.0,Germany
129346,547383,22963,JAM JAR WITH GREEN LID,12,3/22/2011 15:42,0.85,12613.0,Germany
129347,547383,22819,"BIRTHDAY CARD, RETRO SPOT",12,3/22/2011 15:42,0.42,12613.0,Germany
129348,547383,22452,MEASURING TAPE BABUSHKA PINK,6,3/22/2011 15:42,2.95,12613.0,Germany
129349,547383,22453,MEASURING TAPE BABUSHKA BLUE,6,3/22/2011 15:42,2.95,12613.0,Germany
129350,547383,22960,JAM MAKING SET WITH JARS,6,3/22/2011 15:42,4.25,12613.0,Germany
129351,547383,22961,JAM MAKING SET PRINTED,12,3/22/2011 15:42,1.45,12613.0,Germany
129352,547383,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,3/22/2011 15:42,0.85,12613.0,Germany
129353,547383,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,3/22/2011 15:42,2.95,12613.0,Germany
129354,547383,20712,JUMBO BAG WOODLAND ANIMALS,10,3/22/2011 15:42,1.95,12613.0,Germany
129355,547383,22386,JUMBO BAG PINK POLKADOT,10,3/22/2011 15:42,1.95,12613.0,Germany
129356,547383,22663,JUMBO BAG DOLLY GIRL DESIGN,10,3/22/2011 15:42,1.95,12613.0,Germany
129357,547383,21931,JUMBO STORAGE BAG SUKI,10,3/22/2011 15:42,1.95,12613.0,Germany
129358,547383,22385,JUMBO BAG SPACEBOY DESIGN,10,3/22/2011 15:42,1.95,12613.0,Germany
129359,547383,20684,STRAWBERRY DREAM CHILDS UMBRELLA,6,3/22/2011 15:42,3.25,12613.0,Germany
129360,547383,47590A,BLUE HAPPY BIRTHDAY BUNTING,3,3/22/2011 15:42,5.45,12613.0,Germany
129361,547383,47590B,PINK HAPPY BIRTHDAY BUNTING,3,3/22/2011 15:42,5.45,12613.0,Germany
129362,547383,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,24,3/22/2011 15:42,1.65,12613.0,Germany
129363,547383,22467,GUMBALL COAT RACK,12,3/22/2011 15:42,2.55,12613.0,Germany
129364,547383,21250,SET OF SKULL WALL STICKERS,6,3/22/2011 15:42,2.95,12613.0,Germany
129365,547383,POST,POSTAGE,3,3/22/2011 15:42,18.0,12613.0,Germany
129366,547384,POST,POSTAGE,1,3/22/2011 15:46,18.0,12613.0,Germany
131681,C547581,22367,CHILDRENS APRON SPACEBOY DESIGN,-1,3/24/2011 10:58,1.95,12474.0,Germany
131682,C547581,22554,PLASTERS IN TIN WOODLAND ANIMALS,-1,3/24/2011 10:58,1.65,12474.0,Germany
131683,C547581,21561,DINOSAUR LUNCH BOX WITH CUTLERY,-1,3/24/2011 10:58,2.55,12474.0,Germany
131684,C547581,22236,CAKE STAND 3 TIER MAGIC GARDEN,-1,3/24/2011 10:58,12.75,12474.0,Germany
131685,C547582,23194,GYMKHANA TREASURE BOOK BOX,-3,3/24/2011 11:06,2.25,12474.0,Germany
131686,C547582,23177,TREASURE ISLAND BOOK BOX,-2,3/24/2011 11:06,2.25,12474.0,Germany
131700,C547594,22978,PANTRY ROLLING PIN,-4,3/24/2011 11:19,3.75,12693.0,Germany
132998,547715,84531B,BLUE KNITTED EGG COSY,6,3/25/2011 8:50,0.39,12520.0,Germany
132999,547715,84531A,PINK KNITTED EGG COSY,12,3/25/2011 8:50,0.39,12520.0,Germany
133000,547715,22555,PLASTERS IN TIN STRONGMAN,12,3/25/2011 8:50,1.65,12520.0,Germany
133001,547715,22977,DOLLY GIRL CHILDRENS EGG CUP,12,3/25/2011 8:50,1.25,12520.0,Germany
133002,547715,22975,SPACEBOY CHILDRENS EGG CUP,12,3/25/2011 8:50,1.25,12520.0,Germany
133003,547715,85027L,FRENCH CHATEAU LARGE PLATTER ,6,3/25/2011 8:50,1.95,12520.0,Germany
133004,547715,20998,ROSE DU SUD OVEN GLOVE,6,3/25/2011 8:50,2.95,12520.0,Germany
133005,547715,22030,SWALLOWS GREETING CARD,12,3/25/2011 8:50,0.42,12520.0,Germany
133006,547715,22983,CARD BILLBOARD FONT,12,3/25/2011 8:50,0.42,12520.0,Germany
133007,547715,47566,PARTY BUNTING,4,3/25/2011 8:50,4.95,12520.0,Germany
133008,547715,21238,RED RETROSPOT CUP,8,3/25/2011 8:50,0.85,12520.0,Germany
133009,547715,21843,RED RETROSPOT CAKE STAND,2,3/25/2011 8:50,10.95,12520.0,Germany
133010,547715,22389,PAPERWEIGHT SAVE THE PLANET,6,3/25/2011 8:50,2.55,12520.0,Germany
133011,547715,22423,REGENCY CAKESTAND 3 TIER,2,3/25/2011 8:50,12.75,12520.0,Germany
133012,547715,22221,CAKE STAND LOVEBIRD 2 TIER PINK,2,3/25/2011 8:50,9.95,12520.0,Germany
133013,547715,21508,VINTAGE KID DOLLY CARD ,12,3/25/2011 8:50,0.42,12520.0,Germany
133014,547715,POST,POSTAGE,2,3/25/2011 8:50,18.0,12520.0,Germany
133913,C547806,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-1,3/25/2011 13:37,4.95,12528.0,Germany
133914,C547806,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,3/25/2011 13:37,1.25,12528.0,Germany
134050,547821,23159,SET OF 5 PANCAKE DAY MAGNETS,120,3/25/2011 14:50,1.85,12621.0,Germany
134051,547821,23154,SET OF 4 JAM JAR MAGNETS,120,3/25/2011 14:50,1.85,12621.0,Germany
134052,547821,23158,SET OF 5 LUCKY CAT MAGNETS ,120,3/25/2011 14:50,1.85,12621.0,Germany
134053,547821,23156,SET OF 5 MINI GROCERY MAGNETS,120,3/25/2011 14:50,1.85,12621.0,Germany
134054,547821,POST,POSTAGE,4,3/25/2011 14:50,18.0,12621.0,Germany
134055,547822,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,12,3/25/2011 14:53,2.95,12668.0,Germany
134056,547822,21154,RED RETROSPOT OVEN GLOVE ,10,3/25/2011 14:53,1.25,12668.0,Germany
134057,547822,21232,STRAWBERRY CERAMIC TRINKET BOX,72,3/25/2011 14:53,1.06,12668.0,Germany
134058,547822,21531,RED RETROSPOT SUGAR JAM BOWL,6,3/25/2011 14:53,2.55,12668.0,Germany
134059,547822,21535,RED RETROSPOT SMALL MILK JUG,6,3/25/2011 14:53,2.55,12668.0,Germany
134060,547822,21537,RED RETROSPOT PUDDING BOWL,4,3/25/2011 14:53,4.25,12668.0,Germany
134061,547822,21539,RED RETROSPOT BUTTER DISH,3,3/25/2011 14:53,4.95,12668.0,Germany
134062,547822,21558,SKULL LUNCH BOX WITH CUTLERY ,6,3/25/2011 14:53,2.55,12668.0,Germany
134063,547822,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,3/25/2011 14:53,2.55,12668.0,Germany
134064,547822,21731,RED TOADSTOOL LED NIGHT LIGHT,12,3/25/2011 14:53,1.65,12668.0,Germany
134065,547822,21843,RED RETROSPOT CAKE STAND,1,3/25/2011 14:53,10.95,12668.0,Germany
134066,547822,22059,CERAMIC STRAWBERRY DESIGN MUG,12,3/25/2011 14:53,1.49,12668.0,Germany
134067,547822,22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,6,3/25/2011 14:53,2.95,12668.0,Germany
134068,547822,22073,RED RETROSPOT STORAGE JAR,4,3/25/2011 14:53,3.75,12668.0,Germany
134069,547822,22199,FRYING PAN RED RETROSPOT,4,3/25/2011 14:53,4.25,12668.0,Germany
134070,547822,22200,FRYING PAN PINK POLKADOT,4,3/25/2011 14:53,4.25,12668.0,Germany
134071,547822,22203,MILK PAN RED RETROSPOT,4,3/25/2011 14:53,3.75,12668.0,Germany
134072,547822,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,12,3/25/2011 14:53,2.95,12668.0,Germany
134073,547822,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,3/25/2011 14:53,2.95,12668.0,Germany
134074,547822,22329,ROUND CONTAINER SET OF 5 RETROSPOT,12,3/25/2011 14:53,1.65,12668.0,Germany
134075,547822,22398,MAGNETS PACK OF 4 SWALLOWS,12,3/25/2011 14:53,1.25,12668.0,Germany
